year,state_abbr,state,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,violent_crime_rate,property_crime_rate,homicide_rate,robbery_rate,aggravated_assault_rate,edu_staff_total
2021,CA,CALIFORNIA,39142991,188343,2346,44649,126709,847567,134873,534827,177867,481.1666027258877,2165.309748557539,5.993410161221456,114.06639824738994,323.70801710068605,0.0
2021,CO,COLORADO,5811297,27916,360,4328,18942,182850,24429,117067,41354,480.37469088225913,3146.4576668513077,6.194830517180589,74.47562910654885,325.9513323789853,0.0
2021,CT,CONNECTICUT,3623355,6109,155,1968,3181,55018,5297,42073,7648,168.6006477422168,1518.4269827273342,4.277803306603962,54.31430262836516,87.79156334391745,0.0
2021,DC,DISTRICT OF COLUMBIA,668791,6362,274,2618,3163,27669,1831,21755,4083,951.2687820260738,4137.1669176170135,40.96945084488278,391.4526361748289,472.942967234906,0.0
2021,DE,DELAWARE,1004807,4212,97,565,3227,18904,2394,14844,1666,419.1849778116594,1881.356320168948,9.653595168027293,56.229703813767216,321.1562021363307,0.0
2021,FL,FLORIDA,21828069,73632,937,8432,57492,331252,32959,276677,21616,337.3271359917361,1517.5506362931142,4.292638070733605,38.62916137932312,263.3856435033259,0.0
2021,GA,GEORGIA,10788029,37741,851,4577,28718,172761,21980,130062,20719,349.8414770668488,1601.4139376154808,7.88837330711662,42.42665643557317,266.20247313017046,0.0
2021,HI,HAWAII,1447154,3965,23,888,2378,36660,4808,25555,6297,273.98604433253126,2533.248016451601,1.5893263605670165,61.36181774710916,164.32252545340717,0.0
2021,IA,IOWA,3197689,9434,73,692,7117,48232,8515,33661,6056,295.0255637743383,1508.3393037909566,2.282898680891106,21.640628591460896,222.566985094548,0.0
2021,ID,IDAHO,1904314,4585,43,158,3293,18371,3090,13557,1724,240.76911685782912,964.704350227956,2.2580309759840027,8.296951028034242,172.92316288175164,0.0
2021,IL,ILLINOIS,12686469,43739,1150,10860,25088,176763,24989,129894,21880,344.76890299420586,1393.3191339528753,9.06477602239047,85.60301530709609,197.75400073889747,0.0
2021,IN,INDIANA,6813532,22661,490,3189,16538,105814,14441,77079,14294,332.5881495823312,1552.9977697323502,7.191571126399641,46.80391902467032,242.722863853872,0.0
2021,KS,KANSAS,2937922,13071,142,979,10466,66020,9770,48381,7869,444.90629771654926,2247.1665347139915,4.833348196446332,33.322872424795484,356.23818467610784,0.0
2021,KY,KENTUCKY,4506589,12121,374,2227,7804,73175,13063,49080,11032,268.9617358050623,1623.7336042847485,8.298959590058024,49.41653210443641,173.16866481500753,0.0
2021,LA,LOUISIANA,4627098,30666,907,2778,25100,117013,22887,81029,13097,662.7480118208,2528.86366357488,19.601918956546847,60.03763049756024,542.4566326453428,0.0
2021,MA,MASSACHUSETTS,6989690,21043,134,2616,16237,69918,9596,53513,6809,301.05770069917264,1000.301873187509,1.917109342474416,37.42655253666472,232.2992865205753,0.0
2021,MD,MARYLAND,6174610,26866,680,7425,16565,93975,13022,69005,11948,435.1044033550297,1521.958471871098,11.012841296859234,120.25050974879385,268.2760530624606,0.0
2021,ME,MAINE,1377238,1555,20,161,852,15621,1739,12985,897,112.90713732847917,1134.2266187833911,1.4521818305913718,11.690063736260544,61.862945983192446,0.0
2021,MI,MICHIGAN,10037504,49295,761,4039,37708,137199,20654,94899,21646,491.1081480017343,1366.8637143257924,7.581566094519116,40.23908732688923,375.6710831696804,0.0
2021,MN,MINNESOTA,5711471,17643,203,3999,10839,116831,14735,87732,14364,308.9046587122652,2045.5500868340223,3.55425073505582,70.0169886181686,189.77597890280805,0.0
2021,MO,MISSOURI,6169823,32348,630,3782,24470,144792,19255,101171,24366,524.2938087526984,2346.777209005834,10.21098984525164,61.29835491228841,396.6078119258851,0.0
2021,MS,MISSISSIPPI,2949586,7532,274,820,5236,54873,11851,37367,5655,255.35787056217384,1860.362776335391,9.289439263679716,27.80051166502689,177.5164379000985,0.0
2021,MT,MONTANA,1106227,5197,36,289,4152,22449,2736,16674,3039,469.7950782253552,2029.3303273198,3.2543049482610718,26.124836945762485,375.3298373661102,0.0
2021,NC,NORTH CAROLINA,10565885,44328,995,5970,34068,220527,42437,158194,19896,419.5389217278061,2087.160706367711,9.417100413264013,56.502602479584056,322.433946612139,0.0
2021,ND,NORTH DAKOTA,777934,2150,14,205,1495,16685,3104,11403,2178,276.37305992539217,2144.7834906303106,1.7996385297467394,26.35184989986297,192.17568585509824,0.0
2021,NE,NEBRASKA,1963554,5831,57,623,3947,35709,3956,27150,4603,296.9615299604696,1818.5901686431848,2.902899538286189,31.728182672847293,201.01306101079985,0.0
2021,NH,NEW HAMPSHIRE,1387505,1800,13,192,895,14396,1023,12382,991,129.72926223689282,1037.5458106457274,0.9369335605997816,13.837787971935237,64.50427205667728,0.0
2021,NJ,NEW JERSEY,9267961,17003,381,4049,11056,102821,11529,79052,12240,183.4599865062013,1109.4241764720416,4.110936591122902,43.68814240802265,119.2926901612987,0.0
2021,NM,NEW MEXICO,2116677,17374,273,2513,13180,58682,12853,35661,10168,820.8148905099833,2772.36441837843,12.897574830737048,118.72382985216925,622.6741255278911,0.0
2021,NV,NEVADA,3146402,13592,239,2364,9065,70236,12783,43850,13603,431.9854869148952,2232.264027292126,7.595977882037959,75.13343813028341,288.10685983545653,0.0
2021,NY,NEW YORK,19857492,61227,871,18000,37436,208058,29702,156745,21611,308.33198875265816,1047.7556783102318,4.38625381291857,90.64588821186484,188.52330394996508,0.0
2021,OH,OHIO,11764342,37341,883,6977,23832,202361,32044,148792,21525,317.4083174392584,1720.121703364285,7.50573215229547,59.30633434492129,202.57826574575952,0.0
2021,OK,OKLAHOMA,3991225,17483,304,1795,12865,104908,23937,65530,15441,438.03594134632846,2628.466197721251,7.61670915571034,44.9736609687502,322.3321160796497,0.0
2021,OR,OREGON,4256301,14526,204,2579,9868,114532,14395,80025,20112,341.2822542390681,2690.8811195448816,4.792894111577165,60.59251918508584,231.8445053580562,0.0
2021,PA,PENNSYLVANIA,13012059,36664,1087,8207,23061,162165,18494,126373,17298,281.7693956044928,1246.267020461558,8.353789358010134,63.07226242979685,177.22790835793168,0.0
2021,RI,RHODE ISLAND,1096985,2199,37,277,1424,13474,1507,10315,1652,200.4585295149888,1228.275682894479,3.3728811241721623,25.251028956640244,129.8103438059773,0.0
2021,SC,SOUTH CAROLINA,5193266,26685,590,2580,21208,129509,20125,94584,14800,513.8384977776991,2493.78714666262,11.3608661678412,49.67971985259372,408.3749994704681,0.0
2021,SD,SOUTH DAKOTA,896164,3511,27,176,2717,15038,2417,10528,2093,391.7809686619859,1678.0410728393465,3.012841399565258,19.63926245642539,303.1811141710669,0.0
2021,TN,TENNESSEE,6968351,46813,709,4940,38147,157193,23622,112838,20733,671.7945178134684,2255.8134628981807,10.174573582760113,70.89195133827215,547.4322404253173,0.0
2021,TX,TEXAS,29558864,133909,2087,22606,92935,642003,98387,454208,89408,453.0248523759236,2171.947474030125,7.06048784554102,76.47790524020138,314.4065347030928,0.0
2021,UT,UTAH,3339113,8653,94,1103,5279,70096,7988,53536,8572,259.14067598191497,2099.2401275428533,2.815118865399284,33.032724558887345,158.09587755790236,0.0
2021,VA,VIRGINIA,8657365,19526,573,2920,13182,125478,10508,103506,11464,225.5420673611428,1449.3786504323198,6.618642046396333,33.72850746156596,152.26341964327483,0.0
2021,VT,VERMONT,646972,1255,9,69,894,8953,1176,7299,478,193.9805741206729,1383.8311395238125,1.3910957506661803,10.665067421774047,138.18217789950725,0.0
2021,WA,WASHINGTON,7740745,25987,331,5733,16818,234972,41322,158035,35615,335.7170401556956,3035.521774712899,4.276074202160128,74.06263867366772,217.2659091599064,0.0
2021,WI,WISCONSIN,5880101,19134,332,2692,13467,90409,10467,61478,18464,325.4025738673536,1537.541617057258,5.646161520014707,45.781526541806,229.02667828324715,0.0
2021,WV,WEST VIRGINIA,1785526,5205,108,210,3942,24225,3839,18408,1978,291.5107368920979,1356.743054987718,6.048637768366297,11.761240105156688,220.77527854536984,0.0
2021,WY,WYOMING,579483,1297,18,70,803,9769,1565,6907,1297,223.82019834921817,1685.813043695846,3.1062170935126656,12.079733141438144,138.57179589392615,0.0
